Active Substances
Export date: 26/03/2025 07:22:46
Last updated11/03/2025. Database contains 945 active substance-product type and Annex I records for which approval has been sought.

"substanceName"	"No value selected"
"numericalIdentifier"	"No value selected"
"productTypes"	
"No value selected"

"substitutionCandidate"	"No value selected"
"evaluatingAuthority"	"No value selected"
"r4bpAssetNumber"	"No value selected"
"basNumber"	"No value selected"
"reviewProgramme"	"No value selected"
"annexI"	"No value selected"
"newActiveSubstance"	"No value selected"
"legalAct"	"No value selected"
"approvalStatus"	"BAS_NOT_APPROVED"
"assessmentStatus"	"No value selected"
"assessmentSubStatus"	"No value selected"
"startDateFrom"	"No value selected"
"startDateTo"	"No value selected"
"endDateFrom"	"No value selected"
"endDateTo"	"No value selected"
"tradeName"	"No value selected"
"authorisationNumber"	"No value selected"


"Substance name"	"EC/List no."	"CAS no."	"BAS number"	"Product-type"	"Review Programme flag"	"New active substance flag"	"Annex I substance flag"	"Inclusion Category"	"Approval start date"	"Approval end date"	"Evaluating competent authority"	"Approval status"	"Assessment status"	"Assessment sub-status"	"Legal act"	"Link to legal act"	"R4BP asset number"	"Candidate for substitution"	"Factsheet URL"	"Related authorised biocidal products"	"RML ID"	"Substance information page"	
"2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate and methyl 2-methyl-2-propenoate (CAS nr: 25322-99-0)/ Polymeric quaternary ammonium bromide (PQ Polymer)"	"-"	"-"	"1664"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"false"	"true"	"false"	"0"	""	""	"Netherlands"	"Not approved"	""	""	""	""	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1664/PT02"	"0"	"100.265.844"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.265.844"	
"2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate and methyl 2-methyl-2-propenoate (CAS nr: 25322-99-0)/ Polymeric quaternary ammonium bromide (PQ Polymer)"	"-"	"-"	"1664"	"PT07-Film preservatives"	"false"	"true"	"false"	"0"	""	""	"Netherlands"	"Not approved"	""	""	""	""	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1664/PT07"	"0"	"100.265.844"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.265.844"	
"4,4-dimethyloxazolidine"	"257-048-2"	"51200-87-4"	"1413"	"PT06-Preservatives for products during storage"	"true"	"false"	"false"	"0"	""	""	"United Kingdom"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1413/PT06"	"0"	"100.051.845"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.051.845"	
"4,4-dimethyloxazolidine"	"257-048-2"	"51200-87-4"	"1413"	"PT12-Slimicides"	"true"	"false"	"false"	"0"	""	""	"United Kingdom"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1413/PT12"	"0"	"100.051.845"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.051.845"	
"4,4-dimethyloxazolidine"	"257-048-2"	"51200-87-4"	"1413"	"PT13-Working or cutting fluid preservatives"	"true"	"false"	"false"	"0"	""	""	"United Kingdom"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1413/PT13"	"0"	"100.051.845"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.051.845"	
"Carbendazim"	"234-232-0"	"10605-21-7"	"1260"	"PT09-Fibre, leather, rubber and polymerised materials preservatives"	"true"	"false"	"false"	"0"	""	""	"Germany"	"Not approved"	""	""	"Decision (EU) 2019/1942 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32019D1942"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1260/PT09"	"0"	"100.031.108"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.031.108"	
"Clorophene (Chlorophene)"	"204-385-8"	"120-32-1"	"1273"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"Norway"	"Not approved"	""	""	"Decision (EU) 2020/1765"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1765"	"-"	"No"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1273/PT02"	"0"	"100.003.987"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.003.987"	
"Clorophene (Chlorophene)"	"204-385-8"	"120-32-1"	"1273"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"Norway"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2018/622"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D0622"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1273/PT03"	"0"	"100.003.987"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.003.987"	
"Cu-HDO"	"239-703-4"	"15627-09-5"	"1279"	"PT07-Film preservatives"	"true"	"false"	"false"	"0"	""	""	"Austria"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1279/PT07"	"0"	"100.036.079"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.036.079"	
"Cu-HDO"	"239-703-4"	"15627-09-5"	"1279"	"PT09-Fibre, leather, rubber and polymerised materials preservatives"	"true"	"false"	"false"	"0"	""	""	"Austria"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1279/PT09"	"0"	"100.036.079"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.036.079"	
"Cu-HDO"	"239-703-4"	"15627-09-5"	"1279"	"PT10-Construction material preservatives"	"true"	"false"	"false"	"0"	""	""	"Austria"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1279/PT10"	"0"	"100.036.079"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.036.079"	
"Cyanamide"	"206-992-3"	"420-04-2"	"1280"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"Germany"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2023/1097"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D1097"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1280/PT03"	"0"	"100.006.358"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.006.358"	
"Cyanamide"	"206-992-3"	"420-04-2"	"1280"	"PT18-Insecticides, acaricides and products to control other arthropods"	"true"	"false"	"false"	"0"	""	""	"Germany"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2023/1097"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D1097"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1280/PT18"	"0"	"100.006.358"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.006.358"	
"Disilver oxide"	"243-957-1"	"20667-12-3"	"1412"	"PT11-Preservatives for liquid-cooling and processing systems"	"true"	"false"	"false"	"0"	""	""	"Sweden"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1412/PT11"	"0"	"100.039.946"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.039.946"	
"Glutaral (Glutaraldehyde)"	"203-856-5"	"111-30-8"	"1310"	"PT01-Human hygiene"	"true"	"false"	"false"	"0"	""	""	"Finland"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT01"	"0"	"100.003.506"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506"	
"Glutaral (Glutaraldehyde)"	"203-856-5"	"111-30-8"	"1310"	"PT13-Working or cutting fluid preservatives"	"true"	"false"	"false"	"0"	""	""	"Finland"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1310/PT13"	"0"	"100.003.506"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.003.506"	
"MBIT"	"695-989-4"	"2527-66-4"	"1410"	"PT13-Working or cutting fluid preservatives"	"false"	"true"	"false"	"0"	""	""	"Poland"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2017/1282 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017D1282"	"-"	"No"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1410/PT13"	"0"	"100.225.087"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.225.087"	
"Methylene dithiocyanate"	"228-652-3"	"6317-18-6"	"1329"	"PT12-Slimicides"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"COMMISSION IMPLEMENTING DECISION (EU) 2022/2005"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32022D2005"	"-"	"No"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1329/PT12"	"0"	"100.026.048"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.026.048"	
"N-(3-aminopropyl)-N-dodecylpropane-1,3-diamine (Diamine)"	"219-145-8"	"2372-82-9"	"1332"	"PT08-Wood preservatives"	"true"	"false"	"false"	"0"	""	""	"Portugal"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2022/986"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32022D0986"	"-"	"No"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1332/PT08"	"0"	"100.017.406"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.017.406"	
"Nonanoic acid, Pelargonic acid"	"203-931-2"	"112-05-0"	"47"	"PT10-Construction material preservatives"	"true"	"false"	"false"	"0"	""	""	"Austria"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/47/PT10"	"0"	"100.003.574"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.003.574"	
"N′-tert-butyl-N-cyclopropyl-6-(methylthio)-1,3,5-triazine-2,4-diamine (Cybutryne)"	"248-872-3"	"28159-98-0"	"1281"	"PT21-Antifouling products"	"true"	"false"	"false"	"0"	""	""	"Netherlands"	"Not approved"	""	""	"(EU) 2016/107"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016D0107"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1281/PT21"	"0"	"100.044.415"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.044.415"	
"Pine ext."	"304-455-9"	"94266-48-5"	"1415"	"PT10-Construction material preservatives"	"true"	"false"	"false"	"0"	""	""	"Latvia"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1415/PT10"	"0"	"100.094.917"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.094.917"	
"polyhexamethylene biguanide hydrochloride with a mean number-average molecular weight (Mn) of 1415 and a mean polydispersity (PDI) of 4.7 (PHMB(1415;4.7))"	"-"	"1802181-67-4"	"1466"	"PT01-Human hygiene"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2018/619 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D0619"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1466/PT01"	"0"	"100.243.084"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.243.084"	
"polyhexamethylene biguanide hydrochloride with a mean number-average molecular weight (Mn) of 1415 and a mean polydispersity (PDI) of 4.7 (PHMB(1415;4.7))"	"-"	"1802181-67-4"	"1466"	"PT05-Drinking water"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2018/619 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D0619"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1466/PT05"	"0"	"100.243.084"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.243.084"	
"polyhexamethylene biguanide hydrochloride with a mean number-average molecular weight (Mn) of 1415 and a mean polydispersity (PDI) of 4.7 (PHMB(1415;4.7))"	"-"	"1802181-67-4"	"1466"	"PT06-Preservatives for products during storage"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2018/619 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D0619"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1466/PT06"	"0"	"100.243.084"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.243.084"	
"polyhexamethylene biguanide hydrochloride with a mean number-average molecular weight (Mn) of 1600 and a mean polydispersity (PDI) of 1.8 (PHMB(1600;1.8))"	"608-042-7"	"27083-27-8"	"1347"	"PT01-Human hygiene"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"Dec (EU) 2016/109"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016D0109"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1347/PT01"	"0"	"100.124.672"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.124.672"	
"polyhexamethylene biguanide hydrochloride with a mean number-average molecular weight (Mn) of 1600 and a mean polydispersity (PDI) of 1.8 (PHMB(1600;1.8))"	"608-042-7"	"27083-27-8"	"1347"	"PT05-Drinking water"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"Decision (EU) 2017/802"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017D0802"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1347/PT05"	"0"	"100.124.672"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.124.672"	
"polyhexamethylene biguanide hydrochloride with a mean number-average molecular weight (Mn) of 1600 and a mean polydispersity (PDI) of 1.8 (PHMB(1600;1.8))"	"608-042-7"	"27083-27-8"	"1347"	"PT06-Preservatives for products during storage"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"Dec (EU) 2016/109"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016D0109"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1347/PT06"	"0"	"100.124.672"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.124.672"	
"polyhexamethylene biguanide hydrochloride with a mean number-average molecular weight (Mn) of 1600 and a mean polydispersity (PDI) of 1.8 (PHMB(1600;1.8))"	"608-042-7"	"27083-27-8"	"1347"	"PT09-Fibre, leather, rubber and polymerised materials preservatives"	"true"	"false"	"false"	"0"	""	""	"France"	"Not approved"	""	""	"Dec (EU) 2016/109"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32016D0109"	"-"	"Yes"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1347/PT09"	"0"	"100.124.672"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.124.672"	
"Polymer of formaldehyde and acrolein"	"686-836-2"	"26781-23-7"	"1414"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"Hungary"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1414/PT03"	"0"	"100.212.742"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.212.742"	
"Silver chloride"	"232-033-3"	"7783-90-6"	"1380"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"Sweden"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1380/PT03"	"0"	"100.029.121"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.029.121"	
"Silver chloride"	"232-033-3"	"7783-90-6"	"1380"	"PT05-Drinking water"	"true"	"false"	"false"	"0"	""	""	"Sweden"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1380/PT05"	"0"	"100.029.121"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.029.121"	
"Silver chloride"	"232-033-3"	"7783-90-6"	"1380"	"PT13-Working or cutting fluid preservatives"	"true"	"false"	"false"	"0"	""	""	"Sweden"	"Not approved"	""	""	"Decision 2014/227/EU"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1380/PT13"	"0"	"100.029.121"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.029.121"	
"Silver copper zeolite"	"868-573-7"	"130328-19-7"	"1446"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"Sweden"	"Not approved"	""	""	"Decision (EU) 2019/1973"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32019D1973"	"-"	"No"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1446/PT02"	"0"	"100.240.919"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.240.919"	
"Silver copper zeolite"	"868-573-7"	"130328-19-7"	"1446"	"PT04-Food and feed area"	"true"	"false"	"false"	"0"	""	""	"Sweden"	"Not approved"	""	""	"Commission Implementing Decision (EU) 2023/2377"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D2377"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1446/PT04"	"0"	"100.240.919"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.240.919"	
"Silver copper zeolite"	"868-573-7"	"130328-19-7"	"1446"	"PT07-Film preservatives"	"true"	"false"	"false"	"0"	""	""	"Sweden"	"Not approved"	""	""	"Decision (EU) 2019/1973"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32019D1973"	"-"	"No"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1446/PT07"	"0"	"100.240.919"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.240.919"	
