Active Substances
Export date: 26/03/2025 07:25:58
Last updated11/03/2025. Database contains 945 active substance-product type and Annex I records for which approval has been sought.

"substanceName"	"No value selected"
"numericalIdentifier"	"No value selected"
"productTypes"	
"No value selected"

"substitutionCandidate"	"No value selected"
"evaluatingAuthority"	"No value selected"
"r4bpAssetNumber"	"No value selected"
"basNumber"	"No value selected"
"reviewProgramme"	"No value selected"
"annexI"	"No value selected"
"newActiveSubstance"	"No value selected"
"legalAct"	"No value selected"
"approvalStatus"	"BAS_NO_LONGER_SUPPORTED"
"assessmentStatus"	"No value selected"
"assessmentSubStatus"	"No value selected"
"startDateFrom"	"No value selected"
"startDateTo"	"No value selected"
"endDateFrom"	"No value selected"
"endDateTo"	"No value selected"
"tradeName"	"No value selected"
"authorisationNumber"	"No value selected"


"Substance name"	"EC/List no."	"CAS no."	"BAS number"	"Product-type"	"Review Programme flag"	"New active substance flag"	"Annex I substance flag"	"Inclusion Category"	"Approval start date"	"Approval end date"	"Evaluating competent authority"	"Approval status"	"Assessment status"	"Assessment sub-status"	"Legal act"	"Link to legal act"	"R4BP asset number"	"Candidate for substitution"	"Factsheet URL"	"Related authorised biocidal products"	"RML ID"	"Substance information page"	
"6-(phthalimido)peroxyhexanoic acid (PAP)"	"410-850-8"	"128275-31-0"	"1233"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"Italy"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1233/PT03"	"0"	"100.101.039"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.039"	
"6-(phthalimido)peroxyhexanoic acid (PAP)"	"410-850-8"	"128275-31-0"	"1233"	"PT04-Food and feed area"	"true"	"false"	"false"	"0"	""	""	"Italy"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1233/PT04"	"0"	"100.101.039"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.101.039"	
"7a-ethyldihydro-1H,3H,5H-oxazolo[3,4-c]oxazole (EDHO)"	"231-810-4"	"7747-35-5"	"1234"	"PT06-Preservatives for products during storage"	"true"	"false"	"false"	"0"	""	""	"Poland"	"No longer supported"	""	""	"COMMISSION IMPLEMENTING DECISION (EU) 2023/458"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1234/PT06"	"0"	"100.028.919"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.028.919"	
"7a-ethyldihydro-1H,3H,5H-oxazolo[3,4-c]oxazole (EDHO)"	"231-810-4"	"7747-35-5"	"1234"	"PT13-Working or cutting fluid preservatives"	"true"	"false"	"false"	"0"	""	""	"Poland"	"No longer supported"	""	""	"COMMISSION IMPLEMENTING DECISION (EU) 2023/458"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32023D0458"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1234/PT13"	"0"	"100.028.919"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.028.919"	
"active bromine generated from ozone and bromide of natural water and sodium bromide"	"-"	"-"	"1824"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1824/PT02"	"0"	"100.357.391"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.391"	
"Active chlorine generated from hydrochloric acid by electrolysis"	"-"	"-"	"1643"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1643/PT02"	"0"	"100.357.397"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.397"	
"Active chlorine generated from hydrochloric acid by electrolysis"	"-"	"-"	"1643"	"PT04-Food and feed area"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1643/PT04"	"0"	"100.357.397"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.397"	
"Active chlorine generated from hydrochloric acid by electrolysis"	"-"	"-"	"1643"	"PT05-Drinking water"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1643/PT05"	"0"	"100.357.397"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.397"	
"active chlorine generated from magnesium chloride hexahydrate and potassium chloride by electrolysis"	"-"	"-"	"1826"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"France"	"No longer supported"	""	""	"Commission Implementing Decision (EU) 2024/888 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0888"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1826/PT02"	"0"	"100.357.399"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.399"	
"active chlorine generated from magnesium chloride hexahydrate by electrolysis"	"-"	"-"	"1827"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1827/PT02"	"0"	"100.357.400"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.400"	
"Active chlorine generated from potassium chloride by electrolysis"	"-"	"-"	"1468"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1468/PT02"	"0"	"100.357.394"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.394"	
"Active chlorine generated from potassium chloride by electrolysis"	"-"	"-"	"1468"	"PT04-Food and feed area"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1468/PT04"	"0"	"100.357.394"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.394"	
"active chlorine generated from sodium chloride and pentapotassium bis(peroxymonosulphate) bis(sulphate) and sulphamic acid"	"-"	"-"	"1828"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1828/PT02"	"0"	"100.357.401"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.401"	
"active chlorine generated from sodium chloride and pentapotassium bis(peroxymonosulphate) bis(sulphate) and sulphamic acid"	"-"	"-"	"1828"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1828/PT03"	"0"	"100.357.401"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.401"	
"Active chlorine generated from sodium chloride by electrolysis"	"-"	"-"	"1236"	"PT12-Slimicides"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2020/1036 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32020D1036"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1236/PT12"	"0"	"100.357.393"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.393"	
"Active chlorine generated from sodium dichloroisocyanurate dihydrate and pentapotassium bis(peroxymonosulphate) bis(sulphate)"	"-"	"-"	"1763"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1763/PT03"	"0"	"100.357.398"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.357.398"	
"Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ"	"-"	"-"	"2253"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT02"	"0"	"100.303.384"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384"	
"Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ"	"-"	"-"	"2253"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT03"	"0"	"100.303.384"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384"	
"Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ"	"-"	"-"	"2253"	"PT04-Food and feed area"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT04"	"0"	"100.303.384"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384"	
"Active Chlorine: manufactured by the reaction of hypochlorous acid and sodium hypochlorite produced in situ"	"-"	"-"	"2253"	"PT05-Drinking water"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2253/PT05"	"0"	"100.303.384"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.303.384"	
"Amines, C10-16-alkyldimethyl, N-oxides"	"274-687-2"	"70592-80-2"	"1239"	"PT04-Food and feed area"	"true"	"false"	"false"	"0"	""	""	"Portugal"	"No longer supported"	""	""	"Decision (EU) 2021/1283     "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1239/PT04"	"0"	"100.067.876"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.067.876"	
"Ammonium bromide"	"235-183-8"	"12124-97-9"	"2243"	"PT11-Preservatives for liquid-cooling and processing systems"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2243/PT11"	"0"	"100.031.973"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.031.973"	
"Ammonium bromide"	"235-183-8"	"12124-97-9"	"2243"	"PT12-Slimicides"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2243/PT12"	"0"	"100.031.973"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.031.973"	
"Ammonium sulfate"	"231-984-1"	"7783-20-2"	"2244"	"PT11-Preservatives for liquid-cooling and processing systems"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2244/PT11"	"0"	"100.029.076"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.029.076"	
"Ammonium sulfate"	"231-984-1"	"7783-20-2"	"2244"	"PT12-Slimicides"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2244/PT12"	"0"	"100.029.076"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.029.076"	
"bacillus sphaericus"	"604-356-3"	"143447-72-7"	"2249"	"PT18-Insecticides, acaricides and products to control other arthropods"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2249/PT18"	"0"	"100.126.584"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.126.584"	
"Bacillus subtilis"	"614-244-6"	"68038-70-0"	"83"	"PT03-Veterinary hygiene"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/83/PT03"	"0"	"100.132.987"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.132.987"	
"bacillus thuringiensis subsp. israelensis, serotype H14"	"-"	"-"	"2250"	"PT18-Insecticides, acaricides and products to control other arthropods"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2250/PT18"	"0"	"100.303.381"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.303.381"	
"Biphenyl-2-ol"	"201-993-5"	"90-43-7"	"1249"	"PT07-Film preservatives"	"true"	"false"	"false"	"0"	""	""	"Spain"	"No longer supported"	""	""	"Commission Implementing Decision (EU) 2024/888 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024D0888"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1249/PT07"	"0"	"100.001.812"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.001.812"	
"Bromine chloride"	"237-601-4"	"13863-41-7"	"2245"	"PT11-Preservatives for liquid-cooling and processing systems"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2245/PT11"	"0"	"100.034.169"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.034.169"	
"Bronopol"	"200-143-0"	"52-51-7"	"1254"	"PT09-Fibre, leather, rubber and polymerised materials preservatives"	"true"	"false"	"false"	"0"	""	""	"Spain"	"No longer supported"	""	""	"Decision (EU) 2021/1283     "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1254/PT09"	"0"	"100.000.131"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.000.131"	
"Capsicum annuum, ext."	"283-403-6"	"84625-29-6"	"2344"	"PT19-Repellents and attractants"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2021/1283     "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2344/PT19"	"0"	"100.075.795"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.075.795"	
"Capsicum oleoresin"	"-"	"8023-77-6"	"2346"	"PT19-Repellents and attractants"	"true"	"false"	"false"	"0"	""	""	"-"	"No longer supported"	""	""	"Decision (EU) 2021/1283     "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2346/PT19"	"0"	"100.128.130"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.128.130"	
"Cetylpyridinium chloride"	"204-593-9"	"123-03-5"	"1262"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"true"	"false"	"false"	"0"	""	""	"United Kingdom"	"No longer supported"	""	""	"Decision (EU) 2018/1622 "	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32018D1622"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1262/PT02"	"0"	"100.004.177"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.004.177"	
"Chloramin B"	"204-847-9"	"127-52-6"	"1263"	"PT02-Disinfectants and algaecides not intended for direct application to humans or animals"	"false"	"true"	"false"	"0"	""	""	"Czechia"	"No longer supported"	""	""	"COMMISSION IMPLEMENTING DECISION (EU) 2022/2327"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32022D2327"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1263/PT02"	"0"	"100.004.408"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.004.408"	
"Chloramin B"	"204-847-9"	"127-52-6"	"1263"	"PT03-Veterinary hygiene"	"false"	"true"	"false"	"0"	""	""	"Czechia"	"No longer supported"	""	""	"COMMISSION IMPLEMENTING DECISION (EU) 2022/2327"	"http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32022D2327"	"-"	"Under assessment"	"https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1263/PT03"	"0"	"100.004.408"	"https://echa.europa.eu/substance-information/-/substanceinfo/100.004.408"	
